Date,NO2,Status,NOX,Status
2011-03-25,110,V ugm-3,303,V ugm-3
2011-03-26,110,V ugm-3,337,V ugm-3
2011-03-27,77,V ugm-3,190,V ugm-3
2011-03-28,99,V ugm-3,239,V ugm-3
2011-03-29,126,V ugm-3,400,V ugm-3
2011-03-30,133,V ugm-3,455,V ugm-3
2011-03-31,112,V ugm-3,404,V ugm-3
2011-04-01,117,V ugm-3,403,V ugm-3
2011-04-02,88,V ugm-3,220,V ugm-3
2011-04-03,114,V ugm-3,272,V ugm-3
2011-04-04,133,V ugm-3,383,V ugm-3
2011-04-05,129,V ugm-3,393,V ugm-3
2011-04-06,149,V ugm-3,477,V ugm-3
2011-04-07,88,V ugm-3,212,V ugm-3
2011-04-08,82,V ugm-3,170,V ugm-3
2011-04-09,100,V ugm-3,227,V ugm-3
2011-04-10,81,V ugm-3,171,V ugm-3
2011-04-11,112,V ugm-3,360,V ugm-3
2011-04-12,61,V ugm-3,111,V ugm-3
2011-04-13,150,V ugm-3,515,V ugm-3
2011-04-14,153,V ugm-3,517,V ugm-3
2011-04-15,173,V ugm-3,627,V ugm-3
2011-04-16,102,V ugm-3,292,V ugm-3
2011-04-17,90,V ugm-3,225,V ugm-3
2011-04-18,107,V ugm-3,254,V ugm-3
2011-04-19,144,V ugm-3,370,V ugm-3
2011-04-20,123,V ugm-3,276,V ugm-3
2011-04-21,134,V ugm-3,258,V ugm-3
2011-04-22,123,V ugm-3,238,V ugm-3
2011-04-23,122,V ugm-3,208,V ugm-3
2011-04-24,42,V ugm-3,69,V ugm-3
2011-04-25,27,V ugm-3,39,V ugm-3
2011-04-26,35,V ugm-3,59,V ugm-3
2011-04-27,38,V ugm-3,58,V ugm-3
2011-04-28,38,V ugm-3,61,V ugm-3
2011-04-29,34,V ugm-3,48,V ugm-3
2011-04-30,52,V ugm-3,81,V ugm-3
2011-05-01,48,V ugm-3,78,V ugm-3
2011-05-02,43,V ugm-3,71,V ugm-3
2011-05-03,86,V ugm-3,197,V ugm-3
2011-05-04,109,V ugm-3,274,V ugm-3
2011-05-05,132,V ugm-3,330,V ugm-3
2011-05-06,170,V ugm-3,445,V ugm-3
2011-05-07,121,V ugm-3,267,V ugm-3
2011-05-08,102,V ugm-3,247,V ugm-3
2011-05-09,132,V ugm-3,382,V ugm-3
2011-05-10,163,V ugm-3,509,V ugm-3
2011-05-11,138,V ugm-3,443,V ugm-3
2011-05-12,121,V ugm-3,316,V ugm-3
2011-05-13,160,V ugm-3,514,V ugm-3
2011-05-14,54,V ugm-3,100,V ugm-3
2011-05-15,66,V ugm-3,139,V ugm-3
2011-05-16,115,V ugm-3,327,V ugm-3
2011-05-17,132,V ugm-3,444,V ugm-3
2011-05-18,130,V ugm-3,473,V ugm-3
2011-05-19,99,V ugm-3,251,V ugm-3
2011-05-20,131,V ugm-3,382,V ugm-3
2011-05-21,103,V ugm-3,283,V ugm-3
2011-05-22,89,V ugm-3,233,V ugm-3
2011-05-23,110,V ugm-3,349,V ugm-3
2011-05-24,95,V ugm-3,289,V ugm-3
2011-05-25,146,V ugm-3,494,V ugm-3
2011-05-26,104,V ugm-3,348,V ugm-3
2011-05-27,78,V ugm-3,207,V ugm-3
2011-05-28,107,V ugm-3,341,V ugm-3
2011-05-29,81,V ugm-3,223,V ugm-3
2011-05-30,66,V ugm-3,166,V ugm-3
2011-05-31,61,V ugm-3,130,V ugm-3
2011-06-01,99,V ugm-3,293,V ugm-3
2011-06-02,69,V ugm-3,145,V ugm-3
2011-06-03,37,V ugm-3,72,V ugm-3
2011-06-04,27,V ugm-3,44,V ugm-3
2011-06-05,29,V ugm-3,43,V ugm-3
2011-06-06,67,V ugm-3,168,V ugm-3
2011-06-07,132,V ugm-3,433,V ugm-3
2011-06-08,125,V ugm-3,435,V ugm-3
2011-06-09,120,V ugm-3,427,V ugm-3
2011-06-10,120,V ugm-3,419,V ugm-3
2011-06-11,85,V ugm-3,229,V ugm-3
2011-06-12,89,V ugm-3,250,V ugm-3
2011-06-13,83,V ugm-3,269,V ugm-3
2011-06-14,115,V ugm-3,302,V ugm-3
2011-06-15,114,V ugm-3,419,V ugm-3
2011-06-16,110,V ugm-3,418,V ugm-3
2011-06-17,102,V ugm-3,336,V ugm-3
2011-06-18,86,V ugm-3,276,V ugm-3
2011-06-19,80,V ugm-3,239,V ugm-3
2011-06-20,98,V ugm-3,320,V ugm-3
2011-06-21,100,V ugm-3,344,V ugm-3
2011-06-22,108,V ugm-3,380,V ugm-3
2011-06-23,95,V ugm-3,300,V ugm-3
2011-06-24,119,V ugm-3,393,V ugm-3
2011-06-25,74,V ugm-3,260,V ugm-3
2011-06-26,72,V ugm-3,236,V ugm-3
2011-06-27,NA,V ugm-3,NA,V ugm-3
2011-06-28,NA,V ugm-3,NA,V ugm-3
2011-06-29,NA,V ugm-3,NA,V ugm-3
2011-06-30,NA,V ugm-3,NA,V ugm-3
2011-07-01,NA,V ugm-3,NA,V ugm-3
2011-07-02,102,V ugm-3,236,V ugm-3
2011-07-03,90,V ugm-3,171,V ugm-3
2011-07-04,132,V ugm-3,314,V ugm-3
2011-07-05,149,V ugm-3,411,V ugm-3
2011-07-06,119,V ugm-3,389,V ugm-3
2011-07-07,117,V ugm-3,402,V ugm-3
2011-07-08,114,V ugm-3,372,V ugm-3
2011-07-09,105,V ugm-3,306,V ugm-3
2011-07-10,99,V ugm-3,296,V ugm-3
2011-07-11,53,V ugm-3,103,V ugm-3
2011-07-12,38,V ugm-3,63,V ugm-3
2011-07-13,40,V ugm-3,82,V ugm-3
2011-07-14,55,V ugm-3,108,V ugm-3
2011-07-15,145,V ugm-3,450,V ugm-3
2011-07-16,89,V ugm-3,309,V ugm-3
2011-07-17,79,V ugm-3,275,V ugm-3
2011-07-18,109,V ugm-3,420,V ugm-3
2011-07-19,101,V ugm-3,369,V ugm-3
2011-07-20,107,V ugm-3,391,V ugm-3
2011-07-21,54,V ugm-3,128,V ugm-3
2011-07-22,47,V ugm-3,97,V ugm-3
2011-07-23,47,V ugm-3,96,V ugm-3
2011-07-24,64,V ugm-3,140,V ugm-3
2011-07-25,63,V ugm-3,138,V ugm-3
2011-07-26,48,V ugm-3,102,V ugm-3
2011-07-27,46,V ugm-3,86,V ugm-3
2011-07-28,66,V ugm-3,125,V ugm-3
2011-07-29,48,V ugm-3,76,V ugm-3
2011-07-30,41,V ugm-3,82,V ugm-3
2011-07-31,103,V ugm-3,251,V ugm-3
2011-08-01,114,V ugm-3,281,V ugm-3
2011-08-02,122,V ugm-3,310,V ugm-3
2011-08-03,151,V ugm-3,390,V ugm-3
2011-08-04,86,V ugm-3,386,V ugm-3
2011-08-05,100,V ugm-3,303,V ugm-3
2011-08-06,82,V ugm-3,268,V ugm-3
2011-08-07,70,V ugm-3,225,V ugm-3
2011-08-08,65,V ugm-3,190,V ugm-3
2011-08-09,41,V ugm-3,85,V ugm-3
2011-08-10,104,V ugm-3,335,V ugm-3
2011-08-11,90,V ugm-3,355,V ugm-3
2011-08-12,93,V ugm-3,374,V ugm-3
2011-08-13,78,V ugm-3,242,V ugm-3
2011-08-14,72,V ugm-3,202,V ugm-3
2011-08-15,97,V ugm-3,311,V ugm-3
2011-08-16,100,V ugm-3,330,V ugm-3
2011-08-17,58,V ugm-3,125,V ugm-3
2011-08-18,44,V ugm-3,86,V ugm-3
2011-08-19,116,V ugm-3,384,V ugm-3
2011-08-20,104,V ugm-3,291,V ugm-3
2011-08-21,91,V ugm-3,228,V ugm-3
2011-08-22,66,V ugm-3,182,V ugm-3
2011-08-23,48,V ugm-3,124,V ugm-3
2011-08-24,106,V ugm-3,377,V ugm-3
2011-08-25,120,V ugm-3,400,V ugm-3
2011-08-26,107,V ugm-3,362,V ugm-3
2011-08-27,80,V ugm-3,241,V ugm-3
2011-08-28,75,V ugm-3,224,V ugm-3
2011-08-29,49,V ugm-3,114,V ugm-3
2011-08-30,64,V ugm-3,159,V ugm-3
2011-08-31,69,V ugm-3,174,V ugm-3
2011-09-01,101,V ugm-3,280,V ugm-3
2011-09-02,141,V ugm-3,425,V ugm-3
2011-09-03,112,V ugm-3,285,V ugm-3
2011-09-04,93,V ugm-3,287,V ugm-3
2011-09-05,105,V ugm-3,364,V ugm-3
2011-09-06,NA,V ugm-3,NA,V ugm-3
2011-09-07,121,V ugm-3,475,V ugm-3
2011-09-08,134,V ugm-3,500,V ugm-3
2011-09-09,109,V ugm-3,496,V ugm-3
2011-09-10,74,V ugm-3,239,V ugm-3
2011-09-11,82,V ugm-3,229,V ugm-3
2011-09-12,99,V ugm-3,328,V ugm-3
2011-09-13,113,V ugm-3,424,V ugm-3
2011-09-14,101,V ugm-3,386,V ugm-3
2011-09-15,113,V ugm-3,403,V ugm-3
2011-09-16,119,V ugm-3,410,V ugm-3
2011-09-17,93,V ugm-3,324,V ugm-3
2011-09-18,70,V ugm-3,230,V ugm-3
2011-09-19,116,V ugm-3,446,V ugm-3
2011-09-20,106,V ugm-3,381,V ugm-3
2011-09-21,122,V ugm-3,452,V ugm-3
2011-09-22,116,V ugm-3,456,V ugm-3
2011-09-23,130,V ugm-3,530,V ugm-3
2011-09-24,101,V ugm-3,310,V ugm-3
2011-09-25,94,V ugm-3,261,V ugm-3
2011-09-26,105,V ugm-3,373,V ugm-3
2011-09-27,122,V ugm-3,469,V ugm-3
2011-09-28,115,V ugm-3,396,V ugm-3
2011-09-29,139,V ugm-3,435,V ugm-3
2011-09-30,150,V ugm-3,439,V ugm-3
2011-10-01,147,V ugm-3,416,V ugm-3
2011-10-02,141,V ugm-3,413,V ugm-3
2011-10-03,143,V ugm-3,400,V ugm-3
2011-10-04,118,V ugm-3,463,V ugm-3
2011-10-05,101,V ugm-3,376,V ugm-3
2011-10-06,93,V ugm-3,351,V ugm-3
2011-10-07,58,V ugm-3,151,V ugm-3
2011-10-08,63,V ugm-3,165,V ugm-3
2011-10-09,80,V ugm-3,285,V ugm-3
2011-10-10,92,V ugm-3,333,V ugm-3
2011-10-11,109,V ugm-3,440,V ugm-3
2011-10-12,99,V ugm-3,363,V ugm-3
2011-10-13,83,V ugm-3,265,V ugm-3
2011-10-14,101,V ugm-3,321,V ugm-3
2011-10-15,77,V ugm-3,282,V ugm-3
2011-10-16,102,V ugm-3,443,V ugm-3
2011-10-17,113,V ugm-3,399,V ugm-3
2011-10-18,NA,V ugm-3,NA,V ugm-3
2011-10-19,91,V ugm-3,292,V ugm-3
2011-10-20,103,V ugm-3,378,V ugm-3
2011-10-21,144,V ugm-3,581,V ugm-3
2011-10-22,96,V ugm-3,280,V ugm-3
2011-10-23,79,V ugm-3,201,V ugm-3
2011-10-24,80,V ugm-3,213,V ugm-3
2011-10-25,124,V ugm-3,419,V ugm-3
2011-10-26,137,V ugm-3,480,V ugm-3
2011-10-27,106,V ugm-3,383,V ugm-3
2011-10-28,78,V ugm-3,272,V ugm-3
2011-10-29,96,V ugm-3,313,V ugm-3
2011-10-30,90,V ugm-3,269,V ugm-3
2011-10-31,103,V ugm-3,343,V ugm-3
2011-11-01,128,V ugm-3,486,V ugm-3
2011-11-02,99,V ugm-3,298,V ugm-3
2011-11-03,111,V ugm-3,405,V ugm-3
2011-11-04,123,V ugm-3,481,V ugm-3
2011-11-05,46,V ugm-3,140,V ugm-3
2011-11-06,29,V ugm-3,52,V ugm-3
2011-11-07,44,V ugm-3,77,V ugm-3
2011-11-08,89,V ugm-3,382,V ugm-3
2011-11-09,91,V ugm-3,358,V ugm-3
2011-11-10,89,V ugm-3,377,V ugm-3
2011-11-11,89,V ugm-3,308,V ugm-3
2011-11-12,65,V ugm-3,254,V ugm-3
2011-11-13,73,V ugm-3,237,V ugm-3
2011-11-14,84,V ugm-3,332,V ugm-3
2011-11-15,67,V ugm-3,282,V ugm-3
2011-11-16,78,V ugm-3,417,V ugm-3
2011-11-17,85,V ugm-3,473,V ugm-3
2011-11-18,88,V ugm-3,397,V ugm-3
2011-11-19,71,V ugm-3,292,V ugm-3
2011-11-20,66,V ugm-3,322,V ugm-3
2011-11-21,93,V ugm-3,400,V ugm-3
2011-11-22,81,V ugm-3,379,V ugm-3
2011-11-23,111,V ugm-3,600,V ugm-3
2011-11-24,114,V ugm-3,505,V ugm-3
2011-11-25,121,V ugm-3,511,V ugm-3
2011-11-26,105,V ugm-3,370,V ugm-3
2011-11-27,64,V ugm-3,182,V ugm-3
2011-11-28,129,V ugm-3,535,V ugm-3
2011-11-29,90,V ugm-3,307,V ugm-3
2011-11-30,129,V ugm-3,483,V ugm-3
2011-12-01,98,V ugm-3,325,V ugm-3
2011-12-02,138,V ugm-3,620,V ugm-3
2011-12-03,99,V ugm-3,311,V ugm-3
2011-12-04,106,V ugm-3,320,V ugm-3
2011-12-05,140,V ugm-3,561,V ugm-3
2011-12-06,155,V ugm-3,645,V ugm-3
2011-12-07,109,V ugm-3,335,V ugm-3
2011-12-08,120,V ugm-3,393,V ugm-3
2011-12-09,138,V ugm-3,547,V ugm-3
2011-12-10,140,V ugm-3,534,V ugm-3
2011-12-11,114,V ugm-3,332,V ugm-3
2011-12-12,131,V ugm-3,488,V ugm-3
2011-12-13,121,V ugm-3,431,V ugm-3
2011-12-14,151,V ugm-3,591,V ugm-3
2011-12-15,139,V ugm-3,541,V ugm-3
2011-12-16,74,V ugm-3,184,V ugm-3
2011-12-17,86,V ugm-3,273,V ugm-3
2011-12-18,80,V ugm-3,208,V ugm-3
2011-12-19,149,V ugm-3,633,V ugm-3
2011-12-20,102,V ugm-3,336,V ugm-3
2011-12-21,104,V ugm-3,372,V ugm-3
2011-12-22,125,V ugm-3,491,V ugm-3
2011-12-23,79,V ugm-3,244,V ugm-3
2011-12-24,84,V ugm-3,255,V ugm-3
2011-12-25,50,V ugm-3,111,V ugm-3
2011-12-26,71,V ugm-3,198,V ugm-3
2011-12-27,105,V ugm-3,324,V ugm-3
2011-12-28,102,V ugm-3,337,V ugm-3
2011-12-29,111,V ugm-3,341,V ugm-3
2011-12-30,102,V ugm-3,322,V ugm-3
2011-12-31,86,V ugm-3,230,V ugm-3
2012-01-01,84,V ugm-3,222,V ugm-3
2012-01-02,90,V ugm-3,252,V ugm-3
2012-01-03,NA,V ugm-3,NA,V ugm-3
2012-01-04,99,V ugm-3,328,V ugm-3
2012-01-05,45,V ugm-3,90,V ugm-3
2012-01-06,94,V ugm-3,317,V ugm-3
2012-01-07,72,V ugm-3,172,V ugm-3
2012-01-08,78,V ugm-3,225,V ugm-3
2012-01-09,109,V ugm-3,414,V ugm-3
2012-01-10,120,V ugm-3,460,V ugm-3
2012-01-11,121,V ugm-3,521,V ugm-3
2012-01-12,88,V ugm-3,273,V ugm-3
2012-01-13,71,V ugm-3,199,V ugm-3
2012-01-14,86,V ugm-3,299,V ugm-3
2012-01-15,72,V ugm-3,189,V ugm-3
2012-01-16,104,V ugm-3,436,V ugm-3
2012-01-17,121,V ugm-3,588,V ugm-3
2012-01-18,105,V ugm-3,486,V ugm-3
2012-01-19,99,V ugm-3,361,V ugm-3
2012-01-20,103,V ugm-3,370,V ugm-3
2012-01-21,NA,V ugm-3,NA,V ugm-3
2012-01-22,NA,V ugm-3,NA,V ugm-3
2012-01-23,NA,V ugm-3,NA,V ugm-3
2012-01-24,146,V ugm-3,692,V ugm-3
2012-01-25,128,V ugm-3,528,V ugm-3
2012-01-26,127,V ugm-3,497,V ugm-3
2012-01-27,126,V ugm-3,535,V ugm-3
2012-01-28,50,V ugm-3,109,V ugm-3
2012-01-29,58,V ugm-3,148,V ugm-3
2012-01-30,62,V ugm-3,149,V ugm-3
2012-01-31,63,V ugm-3,172,V ugm-3
2012-02-01,NA,V ugm-3,NA,V ugm-3
2012-02-02,NA,V ugm-3,NA,V ugm-3
2012-02-03,76,V ugm-3,205,V ugm-3
2012-02-04,89,V ugm-3,329,V ugm-3
2012-02-05,69,V ugm-3,210,V ugm-3
2012-02-06,92,V ugm-3,401,V ugm-3
2012-02-07,83,V ugm-3,295,V ugm-3
2012-02-08,51,V ugm-3,105,V ugm-3
2012-02-09,92,V ugm-3,355,V ugm-3
2012-02-10,100,V ugm-3,392,V ugm-3
2012-02-11,84,V ugm-3,233,V ugm-3
2012-02-12,91,V ugm-3,330,V ugm-3
2012-02-13,77,V ugm-3,278,V ugm-3
2012-02-14,57,V ugm-3,120,V ugm-3
2012-02-15,45,V ugm-3,79,V ugm-3
2012-02-16,104,V ugm-3,368,V ugm-3
2012-02-17,130,V ugm-3,607,V ugm-3
2012-02-18,90,V ugm-3,268,V ugm-3
2012-02-19,62,V ugm-3,138,V ugm-3
2012-02-20,134,V ugm-3,534,V ugm-3
2012-02-21,123,V ugm-3,485,V ugm-3
2012-02-22,105,V ugm-3,388,V ugm-3
2012-02-23,103,V ugm-3,479,V ugm-3
2012-02-24,113,V ugm-3,477,V ugm-3
2012-02-25,59,V ugm-3,131,V ugm-3
2012-02-26,97,V ugm-3,286,V ugm-3
2012-02-27,108,V ugm-3,500,V ugm-3
2012-02-28,106,V ugm-3,450,V ugm-3
2012-02-29,114,V ugm-3,544,V ugm-3
2012-03-01,106,V ugm-3,392,V ugm-3
2012-03-02,91,V ugm-3,349,V ugm-3
2012-03-03,90,V ugm-3,300,V ugm-3
2012-03-04,63,V ugm-3,140,V ugm-3
2012-03-05,33,V ugm-3,65,V ugm-3
2012-03-06,83,V ugm-3,268,V ugm-3
2012-03-07,89,V ugm-3,272,V ugm-3
2012-03-08,104,V ugm-3,375,V ugm-3
2012-03-09,142,V ugm-3,581,V ugm-3
2012-03-10,69,V ugm-3,206,V ugm-3
2012-03-11,68,V ugm-3,190,V ugm-3
2012-03-12,61,V ugm-3,228,V ugm-3
2012-03-13,57,V ugm-3,177,V ugm-3
2012-03-14,96,V ugm-3,392,V ugm-3
2012-03-15,112,V ugm-3,510,V ugm-3
2012-03-16,123,V ugm-3,496,V ugm-3
2012-03-17,104,V ugm-3,320,V ugm-3
2012-03-18,71,V ugm-3,173,V ugm-3
2012-03-19,117,V ugm-3,409,V ugm-3
2012-03-20,124,V ugm-3,415,V ugm-3
2012-03-21,94,V ugm-3,244,V ugm-3
2012-03-22,110,V ugm-3,354,V ugm-3
2012-03-23,101,V ugm-3,329,V ugm-3
2012-03-24,81,V ugm-3,224,V ugm-3
2012-03-25,62,V ugm-3,146,V ugm-3
2012-03-26,84,V ugm-3,236,V ugm-3
2012-03-27,106,V ugm-3,286,V ugm-3
2012-03-28,119,V ugm-3,331,V ugm-3
2012-03-29,111,V ugm-3,337,V ugm-3
2012-03-30,87,V ugm-3,222,V ugm-3
2012-03-31,39,V ugm-3,67,V ugm-3
2012-04-01,66,V ugm-3,135,V ugm-3
2012-04-02,101,V ugm-3,261,V ugm-3
2012-04-03,131,V ugm-3,455,V ugm-3
2012-04-04,104,V ugm-3,366,V ugm-3
2012-04-05,50,V ugm-3,95,V ugm-3
2012-04-06,65,V ugm-3,115,V ugm-3
2012-04-07,44,V ugm-3,75,V ugm-3
2012-04-08,82,V ugm-3,243,V ugm-3
2012-04-09,77,V ugm-3,202,V ugm-3
2012-04-10,109,V ugm-3,415,V ugm-3
2012-04-11,85,V ugm-3,266,V ugm-3
2012-04-12,100,V ugm-3,341,V ugm-3
2012-04-13,85,V ugm-3,253,V ugm-3
2012-04-14,36,V ugm-3,65,V ugm-3
2012-04-15,36,V ugm-3,66,V ugm-3
2012-04-16,90,V ugm-3,223,V ugm-3
2012-04-17,124,V ugm-3,407,V ugm-3
2012-04-18,124,V ugm-3,428,V ugm-3
2012-04-19,141,V ugm-3,589,V ugm-3
2012-04-20,144,V ugm-3,535,V ugm-3
2012-04-21,107,V ugm-3,303,V ugm-3
2012-04-22,109,V ugm-3,304,V ugm-3
2012-04-23,99,V ugm-3,314,V ugm-3
2012-04-24,82,V ugm-3,219,V ugm-3
2012-04-25,111,V ugm-3,316,V ugm-3
2012-04-26,116,V ugm-3,354,V ugm-3
2012-04-27,129,V ugm-3,414,V ugm-3
2012-04-28,35,V ugm-3,59,V ugm-3
2012-04-29,NA,V ugm-3,NA,V ugm-3
2012-04-30,NA,V ugm-3,NA,V ugm-3
2012-05-01,96,V ugm-3,292,V ugm-3
2012-05-02,51,V ugm-3,107,V ugm-3
2012-05-03,63,V ugm-3,127,V ugm-3
2012-05-04,61,V ugm-3,126,V ugm-3
2012-05-05,34,V ugm-3,56,V ugm-3
2012-05-06,44,V ugm-3,73,V ugm-3
2012-05-07,97,V ugm-3,263,V ugm-3
2012-05-08,136,V ugm-3,489,V ugm-3
2012-05-09,115,V ugm-3,450,V ugm-3
2012-05-10,93,V ugm-3,394,V ugm-3
2012-05-11,83,V ugm-3,230,V ugm-3
2012-05-12,53,V ugm-3,98,V ugm-3
2012-05-13,119,V ugm-3,314,V ugm-3
2012-05-14,141,V ugm-3,518,V ugm-3
2012-05-15,69,V ugm-3,165,V ugm-3
2012-05-16,95,V ugm-3,242,V ugm-3
2012-05-17,149,V ugm-3,458,V ugm-3
2012-05-18,114,V ugm-3,334,V ugm-3
2012-05-19,70,V ugm-3,188,V ugm-3
2012-05-20,28,V ugm-3,46,V ugm-3
2012-05-21,48,V ugm-3,96,V ugm-3
2012-05-22,67,V ugm-3,112,V ugm-3
2012-05-23,70,V ugm-3,122,V ugm-3
2012-05-24,83,V ugm-3,161,V ugm-3
2012-05-25,73,V ugm-3,143,V ugm-3
2012-05-26,69,V ugm-3,121,V ugm-3
2012-05-27,83,V ugm-3,144,V ugm-3
2012-05-28,112,V ugm-3,266,V ugm-3
2012-05-29,76,V ugm-3,162,V ugm-3
2012-05-30,141,V ugm-3,498,V ugm-3
2012-05-31,98,V ugm-3,327,V ugm-3
2012-06-01,80,V ugm-3,226,V ugm-3
2012-06-02,85,V ugm-3,209,V ugm-3
2012-06-03,80,V ugm-3,176,V ugm-3
2012-06-04,35,V ugm-3,78,V ugm-3
2012-06-05,96,V ugm-3,296,V ugm-3
2012-06-06,111,V ugm-3,387,V ugm-3
2012-06-07,106,V ugm-3,362,V ugm-3
2012-06-08,105,V ugm-3,360,V ugm-3
2012-06-09,89,V ugm-3,239,V ugm-3
2012-06-10,80,V ugm-3,204,V ugm-3
2012-06-11,37,V ugm-3,73,V ugm-3
2012-06-12,50,V ugm-3,108,V ugm-3
2012-06-13,107,V ugm-3,332,V ugm-3
2012-06-14,108,V ugm-3,327,V ugm-3
2012-06-15,119,V ugm-3,406,V ugm-3
2012-06-16,85,V ugm-3,239,V ugm-3
2012-06-17,99,V ugm-3,270,V ugm-3
2012-06-18,106,V ugm-3,316,V ugm-3
2012-06-19,126,V ugm-3,376,V ugm-3
2012-06-20,119,V ugm-3,318,V ugm-3
2012-06-21,120,V ugm-3,395,V ugm-3
2012-06-22,106,V ugm-3,364,V ugm-3
2012-06-23,86,V ugm-3,269,V ugm-3
2012-06-24,60,V ugm-3,152,V ugm-3
2012-06-25,77,V ugm-3,213,V ugm-3
2012-06-26,128,V ugm-3,509,V ugm-3
2012-06-27,94,V ugm-3,457,V ugm-3
2012-06-28,111,V ugm-3,389,V ugm-3
2012-06-29,103,V ugm-3,378,V ugm-3
2012-06-30,77,V ugm-3,243,V ugm-3
2012-07-01,81,V ugm-3,251,V ugm-3
2012-07-02,99,V ugm-3,372,V ugm-3
2012-07-03,98,V ugm-3,394,V ugm-3
2012-07-04,94,V ugm-3,405,V ugm-3
2012-07-05,100,V ugm-3,344,V ugm-3
2012-07-06,124,V ugm-3,543,V ugm-3
2012-07-07,93,V ugm-3,325,V ugm-3
2012-07-08,58,V ugm-3,157,V ugm-3
2012-07-09,115,V ugm-3,518,V ugm-3
2012-07-10,119,V ugm-3,508,V ugm-3
2012-07-11,96,V ugm-3,374,V ugm-3
2012-07-12,103,V ugm-3,415,V ugm-3
2012-07-13,112,V ugm-3,498,V ugm-3
2012-07-14,61,V ugm-3,195,V ugm-3
2012-07-15,66,V ugm-3,180,V ugm-3
2012-07-16,99,V ugm-3,438,V ugm-3
2012-07-17,85,V ugm-3,388,V ugm-3
2012-07-18,92,V ugm-3,423,V ugm-3
2012-07-19,80,V ugm-3,273,V ugm-3
2012-07-20,48,V ugm-3,123,V ugm-3
2012-07-21,52,V ugm-3,122,V ugm-3
2012-07-22,103,V ugm-3,267,V ugm-3
2012-07-23,163,V ugm-3,475,V ugm-3
2012-07-24,172,V ugm-3,448,V ugm-3
2012-07-25,125,V ugm-3,248,V ugm-3
2012-07-26,139,V ugm-3,324,V ugm-3
2012-07-27,73,V ugm-3,155,V ugm-3
2012-07-28,84,V ugm-3,220,V ugm-3
2012-07-29,101,V ugm-3,311,V ugm-3
2012-07-30,124,V ugm-3,431,V ugm-3
2012-07-31,117,V ugm-3,397,V ugm-3
2012-08-01,114,V ugm-3,369,V ugm-3
2012-08-02,120,V ugm-3,402,V ugm-3
2012-08-03,111,V ugm-3,367,V ugm-3
2012-08-04,93,V ugm-3,268,V ugm-3
2012-08-05,103,V ugm-3,292,V ugm-3
2012-08-06,110,V ugm-3,346,V ugm-3
2012-08-07,141,V ugm-3,492,V ugm-3
2012-08-08,82,V ugm-3,221,V ugm-3
2012-08-09,95,V ugm-3,230,V ugm-3
2012-08-10,110,V ugm-3,243,V ugm-3
2012-08-11,102,V ugm-3,199,V ugm-3
2012-08-12,108,V ugm-3,232,V ugm-3
2012-08-13,143,V ugm-3,423,V ugm-3
2012-08-14,114,V ugm-3,347,V ugm-3
2012-08-15,107,V ugm-3,275,V ugm-3
2012-08-16,114,V ugm-3,329,V ugm-3
2012-08-17,120,V ugm-3,304,V ugm-3
2012-08-18,118,V ugm-3,274,V ugm-3
2012-08-19,95,V ugm-3,187,V ugm-3
2012-08-20,127,V ugm-3,346,V ugm-3
2012-08-21,137,V ugm-3,392,V ugm-3
2012-08-22,132,V ugm-3,375,V ugm-3
2012-08-23,146,V ugm-3,416,V ugm-3
2012-08-24,146,V ugm-3,391,V ugm-3
2012-08-25,114,V ugm-3,299,V ugm-3
2012-08-26,79,V ugm-3,176,V ugm-3
2012-08-27,104,V ugm-3,247,V ugm-3
2012-08-28,114,V ugm-3,351,V ugm-3
2012-08-29,100,V ugm-3,325,V ugm-3
2012-08-30,60,V ugm-3,186,V ugm-3
2012-08-31,48,V ugm-3,100,V ugm-3
2012-09-01,93,V ugm-3,304,V ugm-3
2012-09-02,78,V ugm-3,283,V ugm-3
2012-09-03,70,V ugm-3,221,V ugm-3
2012-09-04,64,V ugm-3,216,V ugm-3
2012-09-05,50,V ugm-3,105,V ugm-3
2012-09-06,140,V ugm-3,515,V ugm-3
2012-09-07,128,V ugm-3,439,V ugm-3
2012-09-08,126,V ugm-3,400,V ugm-3
2012-09-09,108,V ugm-3,282,V ugm-3
2012-09-10,88,V ugm-3,312,V ugm-3
2012-09-11,80,V ugm-3,224,V ugm-3
2012-09-12,NA,V ugm-3,NA,V ugm-3
2012-09-13,NA,V ugm-3,NA,V ugm-3
2012-09-14,NA,V ugm-3,NA,V ugm-3
2012-09-15,NA,V ugm-3,NA,V ugm-3
2012-09-16,110,V ugm-3,331,V ugm-3
2012-09-17,127,V ugm-3,443,V ugm-3
2012-09-18,79,V ugm-3,232,V ugm-3
2012-09-19,84,V ugm-3,248,V ugm-3
2012-09-20,142,V ugm-3,568,V ugm-3
2012-09-21,108,V ugm-3,391,V ugm-3
2012-09-22,59,V ugm-3,128,V ugm-3
2012-09-23,77,V ugm-3,179,V ugm-3
2012-09-24,113,V ugm-3,413,V ugm-3
2012-09-25,119,V ugm-3,417,V ugm-3
2012-09-26,125,V ugm-3,491,V ugm-3
2012-09-27,78,V ugm-3,234,V ugm-3
2012-09-28,137,V ugm-3,568,V ugm-3
2012-09-29,86,V ugm-3,269,V ugm-3
2012-09-30,90,V ugm-3,282,V ugm-3
2012-10-01,113,V ugm-3,466,V ugm-3
